;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
1508;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
1509;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;GUADALAJARA DE BUGA;Colombia;Colombia;FEMENINO;1;114053;8;1;7,01428E-05
1510;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;YUMBO;Colombia;Venezuela;FEMENINO;1;131593;30;1;0,000227976
1511;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;CALI;Colombia;;;1;2496346;444;1;0,00017786
1512;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;CALI;Colombia;;FEMENINO;3;2496346;444;1;0,00017786
1513;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;EL CERRITO;Colombia;Colombia;FEMENINO;1;58829;4;1;6,79937E-05
1514;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;JAMUNDI;Colombia;Colombia;MASCULINO;1;132540;11;1;8,29938E-05
1515;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;RIOFRIO;Colombia;;MASCULINO;1;13569;5;1;0,000368487
1516;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;YUMBO;Colombia;Colombia;MASCULINO;1;131593;30;1;0,000227976
1517;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
1518;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;CALI;Colombia;Venezuela;FEMENINO;1;2496346;444;1;0,00017786
1519;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
1520;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;VaupEs;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;CARURU;Colombia;Colombia;FEMENINO;1;3350;1;1;0,000298507
1521;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;CaquetA;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;SAN JOSE DEL FRAGUA;Colombia;Colombia;FEMENINO;1;15408;2;1;0,000129803
1522;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CIENAGA;Colombia;Colombia;FEMENINO;1;105807;14;1;0,000132316
1523;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SANTA MARTA;Colombia;Venezuela;FEMENINO;1;524031;75;1;0,000143121
1524;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;SI;SI;SANTA MARTA;Colombia;Venezuela;FEMENINO;1;524031;75;1;0,000143121
1525;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;SI;SI;SANTA MARTA;Colombia;Venezuela;MASCULINO;1;524031;75;1;0,000143121
1526;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Meta;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;PUERTO CONCORDIA;Colombia;Colombia;FEMENINO;1;23708;2;1;8,43597E-05
1527;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;NariNo;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;TUMACO;Colombia;Colombia;FEMENINO;1;221469;13;1;5,8699E-05
1528;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Tolima;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;ESPINAL;Colombia;Colombia;FEMENINO;1;75692;10;1;0,000132114
1529;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Valle del Cauca;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
1530;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;RIONEGRO;Colombia;;;1;130108;10;1;7,68592E-05
1531;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;LA DORADA;Colombia;Colombia;FEMENINO;1;78949;9;1;0,000113998
1532;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;PASCA;Colombia;Colombia;FEMENINO;1;12669;2;1;0,000157866
1533;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Meta;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;MESETAS;Colombia;Colombia;FEMENINO;1;11589;5;1;0,000431444
1534;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;NariNo;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;BARBACOAS;Colombia;Colombia;FEMENINO;1;42193;5;1;0,000118503
1535;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Sucre;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;MAJAGUAL;Colombia;Venezuela;FEMENINO;1;34205;1;1;2,92355E-05
1536;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;ESPINAL;Colombia;Colombia;FEMENINO;1;75692;10;1;0,000132114
1537;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;BolIvar;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
1538;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Cauca;ACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;NO;SI;BUENOS AIRES;Colombia;Colombia;FEMENINO;1;35197;7;1;0,000198881
1539;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;TAMALAMEQUE;Colombia;Colombia;FEMENINO;1;13651;1;1;7,32547E-05
1540;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Huila;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;ACEVEDO;Colombia;Colombia;FEMENINO;1;36649;4;1;0,000109143
1541;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;La Guajira;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;FONSECA;Colombia;;FEMENINO;1;35611;3;1;8,42436E-05
1542;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Magdalena;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
1543;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Tolima;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;CARMEN DE APICALA;Colombia;Colombia;FEMENINO;1;9000;5;1;0,000555556
1544;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
1545;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;ANGOSTURA;Colombia;Colombia;FEMENINO;1;10832;1;1;9,23191E-05
1546;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;GUAMAL;Colombia;Colombia;FEMENINO;1;28541;3;1;0,000105112
1547;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cundinamarca;ACTIVO;INVESTIGACION;SIN DATO;SI;SI;SI;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
1548;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cundinamarca;ACTIVO;JUICIO;SIN DATO;NO;NO;SI;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
1549;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;SALGAR;Colombia;Colombia;FEMENINO;1;17249;5;1;0,000289872
1550;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;CUBARA;Colombia;Colombia;FEMENINO;1;6743;1;1;0,000148302
1551;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MANIZALES;Colombia;Colombia;FEMENINO;1;402646;23;1;5,71221E-05
1552;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;FUNDACION;Colombia;Colombia;FEMENINO;1;57677;24;1;0,00041611
1553;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;NariNo;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;BARBACOAS;Colombia;;;1;42193;5;1;0,000118503
1554;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;FLORIDABLANCA;Colombia;;FEMENINO;1;267936;20;1;7,46447E-05
1555;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;SABANA DE TORRES;Colombia;Colombia;FEMENINO;1;17772;3;1;0,000168805
1556;2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Cundinamarca;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;EL COLEGIO;Colombia;;FEMENINO;1;22335;5;1;0,000223864
1557;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;SABANETA;Colombia;Colombia;FEMENINO;1;55230;4;1;7,24244E-05
1558;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SABANETA;Colombia;Colombia;FEMENINO;1;55230;4;1;7,24244E-05
1559;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;AtlAntico;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
1560;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1561;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1562;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;MONTECRISTO;Colombia;Colombia;FEMENINO;1;23853;1;1;4,19234E-05
1563;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;LA PAZ;Colombia;Colombia;FEMENINO;1;23065;3;1;0,000130067
1564;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;VALLEDUPAR;Colombia;Venezuela;FEMENINO;1;503444;41;1;8,1439E-05
1565;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
1566;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;SEVILLA;Colombia;Colombia;FEMENINO;1;43738;1;1;2,28634E-05
1567;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Risaralda;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;DOSQUEBRADAS;Colombia;Colombia;FEMENINO;1;208646;8;1;3,83425E-05
1568;2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;TARAZA;Colombia;Colombia;FEMENINO;1;48926;5;1;0,000102195
1569;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;OLAYA;Colombia;Colombia;FEMENINO;1;3411;2;1;0,000586338
1570;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;ANDES;Colombia;Colombia;FEMENINO;1;47747;3;1;6,28312E-05
1571;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
1572;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACION;SIN DATO;SI;SI;SI;COPACABANA;Colombia;Colombia;FEMENINO;1;74408;14;1;0,000188152
1573;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;ITAGUI;Colombia;Colombia;MASCULINO;1;282815;26;1;9,19329E-05
1574;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CALDAS;Colombia;Colombia;FEMENINO;2;82234;5;1;6,08021E-05
1575;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;GIRARDOTA;Colombia;Colombia;FEMENINO;1;60611;11;1;0,000181485
1576;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;ITAGUI;Colombia;Colombia;FEMENINO;1;282815;26;1;9,19329E-05
1577;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;ITAGUI;Colombia;Colombia;MASCULINO;1;282815;26;1;9,19329E-05
1578;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;2;2569007;215;1;8,36899E-05
1579;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
1580;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;ITAGUI;Colombia;Colombia;FEMENINO;1;282815;26;1;9,19329E-05
1581;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;2;2569007;215;1;8,36899E-05
1582;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SANTAFE DE ANTIOQUIA;Colombia;Colombia;MASCULINO;1;25395;4;1;0,000157511
1583;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;MEDELLIN;Colombia;Colombia;FEMENINO;3;2569007;215;1;8,36899E-05
1584;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;RETIRO;Colombia;Colombia;FEMENINO;1;20080;3;1;0,000149402
1585;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;PENOL;Colombia;Colombia;FEMENINO;1;15629;2;1;0,000127967
1586;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;RIONEGRO;Colombia;Colombia;FEMENINO;1;130108;10;1;7,68592E-05
1587;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
1588;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;TAME;Colombia;Colombia;FEMENINO;1;55028;9;1;0,000163553
1589;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;TAME;Colombia;Colombia;FEMENINO;1;55028;9;1;0,000163553
1590;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
1591;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;SOLEDAD;Colombia;Venezuela;FEMENINO;1;700970;35;1;4,99308E-05
1592;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;SOLEDAD;Colombia;Colombia;FEMENINO;1;700970;35;1;4,99308E-05
1593;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
1594;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;MALAMBO;Colombia;Colombia;FEMENINO;1;131083;9;1;6,86588E-05
1595;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;4;1239804;86;1;6,93658E-05
1596;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PALMAR DE VARELA;Colombia;Colombia;FEMENINO;1;26021;1;1;3,84305E-05
1597;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;2;1239804;86;1;6,93658E-05
1598;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BARRANQUILLA;Colombia;Venezuela;FEMENINO;1;1239804;86;1;6,93658E-05
1599;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SOLEDAD;Colombia;Colombia;FEMENINO;1;700970;35;1;4,99308E-05
1600;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
1601;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;BARRANQUILLA;Colombia;Venezuela;FEMENINO;1;1239804;86;1;6,93658E-05
1602;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;TERMINACION ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;SOLEDAD;Colombia;Colombia;FEMENINO;1;700970;35;1;4,99308E-05
1603;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1604;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;4;8380801;884;1;0,000105479
1605;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Venezuela;MASCULINO;1;8380801;884;1;0,000105479
1606;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;4;8380801;884;1;0,000105479
1607;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;3;8380801;884;1;0,000105479
1608;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;2;8380801;884;1;0,000105479
