;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
2837;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;SI;SI;PLANADAS;Colombia;;FEMENINO;1;30165;8;1;0,000265208
2838;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;IBAGUE;Colombia;Colombia;FEMENINO;1;579803;120;1;0,000206967
2839;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;2;2496346;444;1;0,00017786
2840;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;OBANDO;Colombia;Colombia;FEMENINO;1;15406;3;1;0,000194729
2841;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;YUMBO;Colombia;Colombia;FEMENINO;1;131593;30;1;0,000227976
2842;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;PALMIRA;Colombia;;FEMENINO;1;314418;46;1;0,000146302
2843;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;SI;SI;BUENAVENTURA;Colombia;Colombia;FEMENINO;1;440995;33;1;7,48308E-05
2844;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;3;2496346;444;1;0,00017786
2845;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;BUENAVENTURA;Colombia;Colombia;FEMENINO;1;440995;33;1;7,48308E-05
2846;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;CARTAGO;Colombia;Colombia;FEMENINO;1;135621;11;1;8,11084E-05
2847;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BUENAVENTURA;Colombia;Colombia;FEMENINO;1;440995;33;1;7,48308E-05
2848;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;CALI;Colombia;;FEMENINO;1;2496346;444;1;0,00017786
2849;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
2850;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
2851;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Valle del Cauca;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;CALIMA;Colombia;Colombia;FEMENINO;1;15898;2;1;0,000125802
2852;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Arauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SARAVENA;Colombia;Colombia;FEMENINO;1;48968;15;1;0,000306322
2853;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;GACHANCIPA;Colombia;Venezuela;FEMENINO;1;16457;3;1;0,000182293
2854;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SANTA MARTA;Colombia;;FEMENINO;1;524031;75;1;0,000143121
2855;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SINCELEJO;Colombia;Colombia;FEMENINO;1;294599;12;1;4,07333E-05
2856;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
2857;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
2858;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;GIRARDOTA;Colombia;Colombia;FEMENINO;1;60611;11;1;0,000181485
2859;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;LA ESTRELLA;Colombia;Colombia;FEMENINO;1;67254;16;1;0,000237904
2860;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
2861;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;BELLO;Colombia;Colombia;MASCULINO;1;500098;28;1;5,5989E-05
2862;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;COPACABANA;Colombia;Colombia;FEMENINO;1;74408;14;1;0,000188152
2863;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;COPACABANA;Colombia;Colombia;MASCULINO;1;74408;14;1;0,000188152
2864;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;LA ESTRELLA;Colombia;Colombia;FEMENINO;1;67254;16;1;0,000237904
2865;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;;FEMENINO;2;2569007;215;1;8,36899E-05
2866;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
2867;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;RIONEGRO;Colombia;Colombia;FEMENINO;1;130108;10;1;7,68592E-05
2868;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BELLO;Colombia;;FEMENINO;1;500098;28;1;5,5989E-05
2869;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;ITAGUI;Colombia;Colombia;FEMENINO;1;282815;26;1;9,19329E-05
2870;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MARINILLA;Colombia;;FEMENINO;1;57403;7;1;0,000121945
2871;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
2872;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
2873;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
2874;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
2875;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
2876;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;7;2569007;215;1;8,36899E-05
2877;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;ITAGUI;Colombia;;FEMENINO;1;282815;26;1;9,19329E-05
2878;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
2879;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;RETIRO;Colombia;Colombia;FEMENINO;1;20080;3;1;0,000149402
2880;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
2881;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
2882;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;ITAGUI;Colombia;Colombia;FEMENINO;2;282815;26;1;9,19329E-05
2883;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;2;2569007;215;1;8,36899E-05
2884;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Arauca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;ARAUCA;Colombia;;FEMENINO;1;94377;18;1;0,000190724
2885;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;BARRANQUILLA;Colombia;;FEMENINO;1;1239804;86;1;6,93658E-05
2886;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2887;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;4;8380801;884;1;0,000105479
2888;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
2889;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;BOGOTA, D.C.;Colombia;;FEMENINO;1;8380801;884;1;0,000105479
2890;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;TERMINACION ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;;FEMENINO;1;8380801;884;1;0,000105479
2891;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;8;8380801;884;1;0,000105479
2892;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Venezuela;FEMENINO;1;8380801;884;1;0,000105479
2893;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2894;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Venezuela;FEMENINO;1;8380801;884;1;0,000105479
2895;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Venezuela;MASCULINO;1;8380801;884;1;0,000105479
2896;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;INFANCIA 6 - 11;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
2897;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;4;8380801;884;1;0,000105479
2898;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2899;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
2900;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2901;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2902;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;TERMINACION ANTICIPADA;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
2903;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
2904;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;TUNJA;Colombia;Colombia;FEMENINO;1;206791;10;1;4,8358E-05
2905;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;TOPAGA;Colombia;Colombia;FEMENINO;1;3689;2;1;0,000542152
2906;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;RAQUIRA;Colombia;Colombia;FEMENINO;1;14178;1;1;7,05318E-05
2907;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;PACORA;Colombia;Colombia;FEMENINO;1;10608;10;1;0,000942685
2908;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;PACORA;Colombia;Colombia;FEMENINO;1;10608;10;1;0,000942685
2909;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;BELEN DE LOS ANDAQUIES;Colombia;Colombia;FEMENINO;1;11836;2;1;0,000168976
2910;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;BELEN DE LOS ANDAQUIES;Colombia;Colombia;FEMENINO;1;11836;2;1;0,000168976
2911;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CARTAGENA DEL CHAIRA;Colombia;Colombia;FEMENINO;1;35993;5;1;0,000138916
2912;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;FLORENCIA;Colombia;;FEMENINO;1;187515;14;1;7,46607E-05
2913;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;ADOLESCENTE 14 - 17;SI;NO;SI;PAZ DE ARIPORO;Colombia;Colombia;FEMENINO;1;26117;4;1;0,000153157
2914;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;OROCUE;Colombia;Colombia;FEMENINO;1;8489;2;1;0,000235599
2915;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;AGUAZUL;Colombia;Colombia;FEMENINO;1;44381;6;1;0,000135193
2916;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;TRINIDAD;Colombia;Colombia;FEMENINO;1;16587;3;1;0,000180865
2917;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;CALDONO;Colombia;Colombia;FEMENINO;1;34348;4;1;0,000116455
2918;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1;100681;24;1;0,000238377
2919;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;CALDONO;Colombia;Colombia;MASCULINO;1;34348;4;1;0,000116455
2920;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SUAREZ;Colombia;Colombia;FEMENINO;1;18310;1;1;5,4615E-05
2921;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;INZA;Colombia;Colombia;FEMENINO;1;32988;3;1;9,09422E-05
2922;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;VALLEDUPAR;Colombia;;FEMENINO;1;503444;41;1;8,1439E-05
2923;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;ATRATO;Colombia;Colombia;FEMENINO;1;11337;3;1;0,00026462
2924;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;ATRATO;Colombia;;FEMENINO;1;11337;3;1;0,00026462
2925;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MEDIO SAN JUAN;Colombia;Colombia;FEMENINO;1;18268;2;1;0,000109481
2926;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;QUIBDO;Colombia;Colombia;FEMENINO;2;116322;28;1;0,000240711
2927;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;QUIBDO;Colombia;Colombia;FEMENINO;1;116322;28;1;0,000240711
2928;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;PUERTO LIBERTADOR;Colombia;Colombia;FEMENINO;1;55622;3;1;5,39355E-05
2929;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;MOSQUERA;Colombia;Colombia;FEMENINO;1;93461;5;1;5,34983E-05
2930;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;ZIPAQUIRA;Colombia;Colombia;FEMENINO;1;132419;7;1;5,28625E-05
2931;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;FACATATIVA;Colombia;Colombia;FEMENINO;1;144149;11;1;7,63099E-05
2932;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SOACHA;Colombia;;FEMENINO;1;567546;38;1;6,69549E-05
2933;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;TENA;Colombia;Colombia;FEMENINO;1;9638;2;1;0,000207512
2934;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;SOACHA;Colombia;;FEMENINO;1;567546;38;1;6,69549E-05
2935;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;EJECUCION DE PENAS;INFANCIA 6 - 11;SI;SI;SI;EL RETORNO;Colombia;;FEMENINO;1;24978;4;1;0,000160141
2936;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;TELLO;Colombia;;FEMENINO;1;14627;3;1;0,0002051
2937;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;NEIVA;Colombia;Colombia;FEMENINO;1;350457;25;1;7,13354E-05
2938;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;FUNDACION;Colombia;;FEMENINO;1;57677;24;1;0,00041611
2939;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;FUNDACION;Colombia;;FEMENINO;1;57677;24;1;0,00041611
2940;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
2941;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;FUNDACION;Colombia;;FEMENINO;1;57677;24;1;0,00041611
2942;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;CUMARAL;Colombia;Colombia;FEMENINO;1;18619;4;1;0,000214834
2943;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
2944;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;VILLAVICENCIO;Colombia;;FEMENINO;1;538527;53;1;9,84166E-05
2945;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;NariNo;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;TANGUA;Colombia;;FEMENINO;1;8999;2;1;0,000222247
2946;2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;NariNo;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;PASTO;Colombia;Colombia;FEMENINO;1;465148;30;1;6,44956E-05
